Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
1793;LINGO-1-Nogo-66-p75 signaling complex;;Human;Q96FE5,P08138,Q9BZR6;84894,4804,65078;MI:0019- coimmunoprecipitation | MI:0411- enzyme linked immunosorbent assay;14966521;18.01.07,18.02.05,41.05.13,73.03.13,75.03.17,77.03.01.01;"Triply transfected cells responded to OMgp by activating RhoA, but no activation occurred when binary pairs of NgR1/p75, LINGO-1/p75 or NgR1/LINGO-1 were tested.The binding of LINGO-1 to NgR1, p75 or to both together during CNS development or in response to injury, may modulate RhoA activation status in neurons, and thus control axon growth and extension.";"";"";
1152;FA complex (Fanconi anemia complex);;Human;O15360,Q8NB91,Q00597,Q9HB96,Q9NPI8,O15287,Q9NW38,Q8IYD8;2175,2187,2176,2178,2188,2189,55120,57697;MI:0019- coimmunoprecipitation;16116422;14.07.05,32.01.09,70.10;"The Fanconi complex normally promotes a cascade of changes in a biochemical pathway that ultimately leads to the repair of cellular DNA damage. But if any of the proteins within the complex are mutated, the enzyme FancL is disabled and the DNA repair pathway is disrupted. ";"FA complex is involved in Fanconi anemia (FA) disease.";"";
2145;HSF1-YWHAE complex;;Human;Q00613,P62258;3297,7531;MI:0004- affinity chromatography technologies | MI:0096- pull down;15364926;32.01.05;"";"";"";
2419;ITGA4-ITGB1-CD81 complex; integrin complex;Human;P60033,P13612,P05556;975,3676,3688;MI:0019- coimmunoprecipitation;10229664;34.07;"";"";"";
577;FHL2-p53-HIPK2 complex;;Human;Q14192,Q9H2X6,P04637;2274,28996,7157;MI:0019- coimmunoprecipitation;16343438;11.02.03.04,16.01,18.02,70.10;"";"";"";
5233;TNF-alpha/NF-kappa B signaling complex 5;;Human;O15446,O15111,Q13616,Q9UKB1,O14920,Q9Y6K9,Q13576,P52292,P42704,P23508,P46199,P19838,Q00653,Q15653,Q16342,O95602,Q9H9Y6,Q9Y2S0,Q9GZS1,P52434,P62875,Q9UJF2,Q04864,Q04206,P63208;10849,1147,8454,23291,3551,8517,10788,3838,10128,4163,4528,4790,4791,4793,5134,25885,84172,51082,64425,5437,5441,9462,5966,5970,6500;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
452;Retinal Mueller cells Aqp4-alpha-syntrophin complex;;Rat;P47863,Q498T0;25293,362242;MI:0019- coimmunoprecipitation | MI:0030- cross-linking studies;16206160;20.01.01.01,20.03.01.01,70.02,73.03.11,77.03.01.01,77.03.02.02;"The authors describe that interactions between the DGC, Kir4.1, and AQP4 may influence the efficiency of the glial (K+)o buffering function.";"";"";
1196;RAD51C-XRCC3 complex;;Human;O43502,O43542;5889,7517;MI:0004- affinity chromatography technologies | MI:0018- two hybrid;11331762;10.01.05.01,10.01.05.03,16.03.01,16.19.03,32.01.09,70.10,77.03.01.01.01;"Rad51C protein alone catalyzes homologous pairing, suggesting that Rad51C is the catalytic subunit of the complex. The DNA-binding activity of Rad51C-Xrcc3 complex drastically decreases in the absence of Xrcc3, indicating that Xrcc3 is important for the DNA binding activity of the complex.";"";"";
2874;Slam-SAP-FynT complex;;Mouse;P39688,O88890,Q9QUM4;14360,20400,27218;MI:0019- coimmunoprecipitation;15539156;30.01.05.01.05,36.25.16.03.03,40.02.03.01,73.03.07.02.01.02;"The mutation of SAP (SAP R78A) did not affect the levels of SAP or the aptitude of SAP to associate with SLAM, a receptor involved in TH2 regulation. However, it eliminated the ability of SAP to recruit FynT and to promote SLAM-mediated protein tyrosine phosphorylation. The authors showed that the SLAM-SAP-FynT cascade is pivotal in TH2 cytokine production. ";"Sh2d1a is involved in X-linked lymphoproliferative syndrome.";"";
5159;E2F4-p107-cyclinE complex;;Human;P24864,Q16254,P28749;898,1874,5933;MI:0412- electrophoretic mobility supershift assay;12096339;10.03.01.01.03,70.10;"In proliferating MCF-7 cells the complex contains mostly cyclin A. After overexpression of cyclin E most of the complexes contain cyclin E. ";"";"";
1749;SMN-PolII-RHA complex;;Human;Q9UHI6,Q08211,P57678,Q00403,P24928,O14893,P14678,P08579,P63162,P20226;11218,1660,50628,2959,5430,8487,6628,6629,6638,6908;MI:0019- coimmunoprecipitation;11149922;11.04.03.01,11.04.05,14.10,16.03.03,70.03,70.10;"Physical association between the Survival Motor Neuron (SMN) complex,  RNA polymerase II (pol II), snRNPs and RNA helicase A (RHA) suggest a role  for the SMN complex in the assembly of the pol II transcription/processing machinery.  SMN localizes both in the cytoplasm and in gems, nuclear bodies similar in size and  number to coiled bodies (Cajal bodies) and often associated with them. ";"Spinal muscular atrophy (SMA)";"";
801;SNARE complex (STX2, SNAP23);;Human;O00161,P32856;8773,2054;MI:0019- coimmunoprecipitation;10648404;20.09.07.27,20.09.16.09.05;"SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway.";"";"";
2889;Grb2-Shc complex, EGF stimulated;;Rat;P62994,Q9Z1I0;81504,85385;MI:0006- anti bait coimmunoprecipitation;7798267;30.01.05.05,30.05.01.12.01;"The authors showed that a substantially larger amount of Grb2 associated with Shc than with EGFR.";"";"";
4095;Catulin (alpha) - catenin (beta) complex;;Human;Q9UBT7,P35222;8727,1499;MI:0019- coimmunoprecipitation;14993280;30.05.02,34.07;"";"";"";
293;PCNA-DNA polymerase delta complex;;Mouse;P17918,P52431,O35654,Q9EQ28,Q9CWP8;18538,18971,18972,67967,69745;MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients;10219083;10.01.03,10.01.05.01,70.10;"Pold4 (=p66) is not absolutely necessary for polymerase activity.";"";"";
1390;Rb1-Runx2 complex;;Mouse;P13405,Q08775;19645,12393;MI:0096- pull down;11545733;43.03.17;"pRb physically interacts with the osteoblast transcription factor, CBFA1, and associates with osteoblast-specific promoters in vivo in a CBFA1-dependent fashion. Association of pRb with CBFA1 and promoter sequences results in synergistic transactivation of an osteoblast-specific reporter.";"";"";
5735;TGF-beta receptor-SMAD3 complex;;Human;P84022,P36897,P37173;4088,7046,7048;MI:0019- coimmunoprecipitation;8774881;30.05.01.18.01,40.02.03.05;"";"";"";
1091;SNX complex (SNX1a, SNX2, SNX4, LEPR); Leptin receptor complex;Human;P48357,Q13596,O60749,O95219;3953,6642,6643,8723;MI:0019- coimmunoprecipitation;9819414;20.01.10,20.09.18.09.01.01,30.05.01;"";"";"";
1104;SNX complex (SNX1a, SNX2, SNX4, TFRC); Transferrin receptor complex;Human;Q13596,O60749,O95219,P02786;6642,6643,8723,7037;MI:0019- coimmunoprecipitation;9819414;20.01.10,20.09.07.29,20.09.18.09.01.01;"";"";"At the time of annotation, the additional member SNX1a of the protein complex was not found in the UniProt database.";
5946;Ksr1-Mek-Braf complex, EGF induced;;Mouse;P28028,Q61097,(P31938,Q63932);109880,16706,(26395,26396);MI:0007- anti tag coimmunoprecipitation;19541618;30.01.05.01.03;"The authors conclude that ternary interactions between KSR1, MEK, and B-Raf facilitate signal transmission from B-Raf to MEK.";"";"";
322;DNA-PK-Ku complex; DNA-PK-Ku70-Ku80 complex;Human;P78527,P13010,P12956;5591,7520,2547;MI:0040- electron microscopy | MI:0029- cosedimentation through density gradients;16713581;11.02.03,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"For assembly of the DNA-PK-Ku70-Ku80 complex presence of DNA is necessary. DNA-bound Ku directs the recruitment of the catalytic subunit DNA-Pk via a small helical domain at the C-terminus of Ku80.";"";"";
174;Ric-8A G(o) alpha-2 subunit complex;;Rat;P59215,Q80ZG1;50664,293614;MI:0018- two hybrid | MI:0027- cosedimentation;12509430;18.02.03;"";"";"";
238;SWI-SNF chromatin remodeling-related-BRCA1 complex;;Human;O96019,P38398,P51531,P51532,Q12824,Q92922,Q8TAQ2,Q92925,Q969G3,(O14497,Q8NFD5);86,672,6595,6597,6598,6599,6601,6603,6605,(8289,57492);MI:0071- molecular sieving | MI:0004- affinity chromatography technologies;10943845;10.01.09.05,11.02.03.04,42.10.03,70.10;"BRCA1 interacts directly with BRG1.";"BRCA1 gene is involved in breast and ovarian cancers.";"";
608;Kv4.2-Kchip3 channel complex;;Rat;Q63881,Q9JM47;65180,65199;MI:0019- coimmunoprecipitation;15356203;20.01.01.01,20.03.01.01,34.03.03,70.02,73.03.13,77.03.01.01.01;"Immunohistochemical and immunofluorescence data show that there is preferential codistribution of Kv4.2 with KChIPs 2, 3, and 4 and preferential codistribution of Kv4.3 with KChIP1.";"";"";
3848;TCL1(trimer)-AKT2 complex;;Human;P31751,P56279;208,8115;MI:0019- coimmunoprecipitation | MI:0018- two hybrid;10983986;18.02.01.01.05;"TCL1 forms trimers which associate with AKT1 and binds to AKT PH domain. TCL1 increases Akt kinase activity and as a consequence enhances substrate phosphorylation. It stabilizes the mitochondrial transmembrane potential and enhances cell proliferation and survival. ";"";"";
2235;ASF1-interacting protein complex;;Human;Q9Y294,Q9NVP2,Q13111,Q13112,P54198,P68431;25842,55723,10036,8208,7290,8350;MI:0019- coimmunoprecipitation;15664198;10.01.03,10.01.09.05,42.10.03;"Asf1 provides the cells with a buffering system for histone excess generated in response to stalled replication and explains how mammalian cells maintain a critical "active" histone pool available for deposition during recovery from replication stresses.";"";"";
3967;SMURF2-SMAD2 complex, TGF(beta)-dependent;;MINK;Q15796,Q9HAU4;4087,64750;MI:0006- anti bait coimmunoprecipitation;11389444;11.02.03.04,14.07.05,30.05.01.18.01,70.10;"SMURF2 interacts stably with phosphorylated SMAD2 in response to TGF(beta) signaling.";"";"Since SMURF2 and SMAD2 from mink were not available in the UniProt database at the time of annotation, the orthologous human proteins were used.";
1126;SNARE complex (Snap25, Stx1a,3, Vamp2, Cplx1, Cplx3, Cplx4);;Mammalia;P63041,Q8R1B5,Q80WM3,P60881,P32851,Q08849,P63045;64832,235415,225644,25012,116470,81802,24803;MI:0027- cosedimentation;15911881;20.09.07.27,20.09.16.09.05;"SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway. The interaction between the SNARE complex and CPX4 indicates a lower binding affinity.";"";"";
5642;Securin-separase complex;;Human;Q14674,O95997;9700,9232;MI:0027- cosedimentation | MI:0071- molecular sieving;15880121;10.03.04;"";"";"";
247;RalBP1-CCNB1-AP2A-NUMB-EPN1 complex;;Human;P14635,Q9Y6I3,P49757,Q15311,(O95782,O94973);891,29924,8650,10928,(160,161);MI:0019- coimmunoprecipitation;12775724;10.03.01.01,20.09.18.09.01,70.10;"RLIP, an effector of the RAL GTPases, is important for the mitotic cdk1 to facilitate the phosphorylation of Epsin.";"";"";
5185;SWI/SNF chromatin-remodeling complex (Mecp2, Smarc);;Mouse;P70288,Q9Z2D6,Q60520,Q3UX55,Q9Z0H3,O54941;15182,17257,20466,67155,20587,57376;MI:0029- cosedimentation through density gradients;15696166;11.02.03.04.03;"";"";"";
1210;Sec61-Sec62-Sec63 complex;;Bovine;P60468,Q3T104,Q99442,Q9UGP8,(Q5EA68,Q2KHX4);10952,615778,7095,11231,(505064,614128);MI:0019- coimmunoprecipitation;10799540;20.01.10,20.03.01,20.09.05,70.07;"The Sec61-Sec62-Sec63 complex plays a crucial role in the insertion of secretory and membrane polypeptides into the ER. It is required for assembly of membrane and secretory proteins. The complex is thightly associated with membrane-bound ribosomes, either directly or through adapter proteins. ";"";"Since bovine SEC61B,TLOC1 and  SEC63 were not available in the UniProt database at the time of annotation, the orthologous human proteins were used.";
2890;Notch1-fraction 30 complex; CSL-NotchIC-Mastermind complex;Human;Q92585,P46531,Q06330;9794,4851,3516;MI:0071- molecular sieving | MI:0006- anti bait coimmunoprecipitation;11997524;11.02.03.04.01,16.03.01,30.05.02.14,70.10;"Complex formation is required for neoplastic transformation by Notch. MAML1 promotes association between NotchIC (intracellular domain of Notch) and RBPSUH (CSL). NotchIC binding to CSL displaces corepressors from CSL, leading to the binding of the transcriptional coactivator MAML1 to the complex. ";"Notch1 is involved in human cancer.";"";
806;BRM-SIN3A-HDAC complex; BRM-Sin3A-HDAC containing SWI/SNF remodeling complex;Human;O96019,O14497,Q92769,O14744,Q96ST3,P51531,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,8289,3066,10419,25942,6595,6598,6599,6601,6602,6603,6605;MI:0029- cosedimentation through density gradients | MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;14559996;10.01.09.05,11.02.03.04,14.07.04,14.07.09,42.10.03,70.10;"";"";"";
3191;ACT-CREB complex;;Human;P16220,Q5TD97;1385,9457;MI:0007- anti tag coimmunoprecipitation;11046156;11.02.03.04.01,16.03.01,18.01.07,18.02.09;"FHL proteins differentially modulate CRE-dependent transcription in mammalian cells.";"";"";
123;Rnase/Mrp complex;;Human;Q99575,O95707,Q969H6,O75817,O95059,Q9H633,Q9BUL9,P78346,P78345,O75818;10940,10775,51367,10248,11102,79897,54913,10556,10557,10799;MI:0096- pull down;15096576;01.03.16.01,11.04.01,16.03.03,70.10;"RNase MRP is involved in the processing of pre-rRNA and the generation of RNA primers for mitochondrial DNA replication.";"";"";
3177;GNA14-p115RhoGEF complex;;Human;Q92888,O95837;9138,9630;MI:0114- x-ray crystallography | MI:0019- coimmunoprecipitation;15735747;40.01;"The G-protein alpha subunit a13 regulates cell growth and differentiation.";"";"";
4478;CBF-DNA complex;;Human;P23511,P25208,Q13952;4800,4801,4802;MI:0413- electrophoretic mobility shift assay | MI:0096- pull down;15243141;11.02.03.04,16.03.01,70.10;"";"";"";
5473;FAS-FADD-CASP8 complex;;Human;Q14790,Q13158,P25445;841,8772,355;MI:0019- coimmunoprecipitation;15383280;40.10.02;"";"";"";
87;Nup 107-160 subcomplex;NPC subcomplex;Human;P57740,Q8WUM0,Q12769,Q8NFH4,Q8NFH3,Q9BW27,P52948,P55735,Q96EE3;57122,55746,23279,79023,348995,79902,4928,6396,81929;MI:0019- coimmunoprecipitation | MI:0029- cosedimentation through density gradients;15146057;20.01.10,20.03.01.05,20.09.01,70.10.04;"All trafficking of macromolecules between the cytoplasm and the nucleus occurs through nuclear pore complexes (NPCs), which are supramolecular assemblies at points of fusion between the inner and outer nuclear membranes. NPCs are composed of an eightfold symmetric spoke-ring complex, cytoplasmic fibers, and a nuclear basket.";"";"";
2942;Ecsit complex (ECSIT, NDUFS3, NDUFAF1);;Human;Q9BQ95,Q9Y375,O75489;51295,51103,4722;MI:0047- far western blotting;17344420;14.10,70.16;"Ecsit is a cytosolic adaptor protein essential for inflammatory response and embryonic development via the Toll-like and BMP (bone morphogenetic protein) signal transduction pathways, respectively. Here, a mitochondrial function for Ecsit (an evolutionary conserved signaling intermediate in Toll pathways) in the assembly of mitochondrial complex I (NADH:ubiquinone oxidoreductase) has also been demonstrated. Ecsit isoform 1 copurifies with tandem affinity-purified NDUFAF1.";"";"";
692;LysRS-Hint-Mitf complex;;Rat;P62959,Q5XIM7,O88368;690660,292028,25094;MI:0091- chromatography technologies;14975237;11.02.03.04,16.01;"LysRS can play a key role via Ap4A as an important signaling molecule in MITF transcriptional activity.";"";"";
2101;IKKA-IKKB complex;;Human;O15111,O14920;1147,3551;MI:0019- coimmunoprecipitation;9346485;18.02.01;"";"";"";
2211;BARD1-BRCA1-CSTF complex;;Human;Q99728,P38398,Q05048,P33240,Q12996;580,672,1477,1478,1479;MI:0006- anti bait coimmunoprecipitation;10477523;11.04.03.05,16.03.03,70.10;"Interaction of BARD1 with CstF inhibits RNA polyadenylation and ensures that at DNA damage sites nascent RNAs are not erroneously polyadenylated. ";"BRCA1 is involved in breast cancer.";"";
1816;JUN-TCF4-CTNNB1 complex;;Human;P35222,P05412,P15884;1499,3725,6925;MI:0096- pull down;16007074;30.05.02.20,30.07;"";"";"";
1449;Dlg3-Lin7-SAP97 complex;;Mammalia;Q811D0,P70175,Q8JZS0;13383,53310,108030;MI:0019- coimmunoprecipitation;12351654;14.04,40.01.03,41.05.19,75.03.09;"";"";"";
594;Kv4.2-DPPX channel complex;;Rat;P46101,Q63881;29272,65180;MI:0019- coimmunoprecipitation;15671030;14.04,18.02.10,20.01.01.01,20.03.01.01,34.03.03,70.02,77.03.01.01.01;"The results distinguish DPPX and DPP10 as a functional DPP subfamily able to effectively traffic and modulate Kv4 channels, a unique property within the larger DPPIV-like class of proteins.";"";"";
2706;SMAD3-SMAD4-SP1 complex;;Human;P84022,Q13485,P08047;4088,4089,6667;MI:0413- electrophoretic mobility shift assay | MI:0019- coimmunoprecipitation;11432852;11.02.03.04,16.03.01,30.05.01.18.01,70.10;"The authors demonstrated that Sp1 and Smad3/Smad4 are able to bind the endoglin promoter at positions -50/-29 forming a multiprotein complex, and suggest their cooperation in the transcriptional activity of endoglin.";"";"";
5861;FAS-FADD-CASP10 complex;;Human;Q92851,Q13158,P25445;843,8772,355;MI:0055- fluorescent resonance energy transfer;11717445;40.10.02;"Stimulation of Fas was induced by anti-Fas or by FasL.  FRET signals showed pairs of of caspase-8 and -10 DEDs (death effector domains) with themselves and with each other, indicating a natural propensity of these domains to cause homotypic and heterotypic complexes.";"";"";
3057;ITGA10-ITGB1 complex;;Human;O75578,P05556;8515,3688;MI:0004- affinity chromatography technologies | MI:0019- coimmunoprecipitation;9685391;40.01.03;"";"";"";
569;PSD95-Nos1-Grin2b complex;;Rat;P31016,Q00960,P29476;29495,24410,24598;MI:0096- pull down | MI:0018- two hybrid;10488080;14.01,73.03.13,77.03.01.01.01;"The mechanism for the assembly of this ternary complex depends on a PDZ-PDZ interaction between PSD-95 and nNOS that is mechanistically distinct from PDZ-peptide interactions in that the tertiary structure of both domains is important.";"";"";
93;Anaphase-promoting complex; APC | cyclosome;Human;Q9H1A4,Q9UJX6,Q9UJX5,Q9UJX4,Q9UJX3,Q13042,Q9UJX2,P30260;64682,29882,29945,51433,51434,8881,8697,996;MI:0019- coimmunoprecipitation;9469815;10.03.01,14.07.05,16.01,70.10;"The initiation of anaphase and exit from mitosis depend on a multi-subunit ubiquitination complex called the anaphase-promoting complex (APC)1 or cyclosome. The APC ubiquitinates proteins such as Pds1 in budding yeast and Cut2 in fission yeast whose subsequent degradation by the 26 S proteasome is essential for the initiation of sister chromatid separation at the metaphase-anaphase transition. Later in anaphase and telophase the APC promotes the inactivation of the mitotic cyclin-dependent protein kinase 1 by ubiquitinating its activating subunit cyclin B.";"";"";
800;DNMT1-HDAC1-DMAP1 complex;;Mammalia;Q9JI44,P13864,P70288;66233,13433,15182;MI:0007- anti tag coimmunoprecipitation;10888872;10.01.09.01,11.02.03.04.03,11.02.03.04.07,70.10;"";"";"";
1060;Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B);;Human;Q13596,O60749,Q4G0F5,Q9UBQ0,Q96QK1;6642,6643,112936,51699,55737;MI:0018- two hybrid | MI:0047- far western blotting;11102511;20.09.07.07;"";"";"";
5612;Alpha-GDI-Rab3a complex, cytosolic;;Rat;P50398,P63012;25183,25531;MI:0019- coimmunoprecipitation;12426384;20.09.07.27,20.09.07.29,20.09.16.09.05,70.03;"While the major pool comprising the cytosolic form of alpha-GDI in the brain is largely found in a complex with Rab3A (PMID:11152757), the authors found that a minor pool of membrane-associated alpha-GDI forms a complex with chaperones present on the synaptic vesicle membrane.";"";"";
321;p27-cyclinD2-Cdk4 complex;;Mammalia;P30280,P30285,P46529;12444,12567,0;MI:0006- anti bait coimmunoprecipitation;9325318;10.03.01.02,18.02,70.10;"p27 inhibits kinase activity of cyclinD2-CDK4.";"";"Since Ccnd2 and Cdk4 from mink were not available in the UniProt database at the time of annotation, the orthologous proteins from mouse were taken.";
2888;Grb2-Egfr complex, EGF stimulated;;Rat;Q9QX70,P62994;24329,81504;MI:0006- anti bait coimmunoprecipitation;7798267;30.01.05.05,30.05.01.12.01;"Tyrosine-phosphorylated EGFRs were co-precipitated by the anti-Grb2 antibody, but the magnitude of EGFR-Grb2 complex formation was much less than for EGFR-Shc complexes.";"";"";
1558;POLR1B-RRN3 complex;;Human;Q9H9Y6,Q9NYV6;84172,54700;MI:0019- coimmunoprecipitation;15558034;11.02.01;"";"";"";
1246;ERdj3-BiP complex;;Mouse;Q99KV1,P20029;67838,14828;MI:0007- anti tag coimmunoprecipitation;15525676;14.01,32.01.07,70.07;"ERdj3, a stress-inducible endoplasmic reticulum DnaJ homologue, serves as a cofactor for interactions of the chaperone BiP with unfolded substrates.";"";"";
5558;PAR6-CDC42 complex;;Human;P60953,Q9BYG5;998,84612;MI:0114- x-ray crystallography;12606577;;"";"";"";
4072;Heterotrimeric SKP1-CUL1-ROC1 complex;;Human;Q13616,P62877,P63208;8454,9978,6500;MI:0019- coimmunoprecipitation;15118074;10.01.02,14.07.05,14.13.01.01;"SCFhFBH1 (=SKP1/CUL1/ROC1 - human F-box DNA helicase) can act as helicase and E3 ubiquitin ligase.";"";"";
998;SNARE complex (Snap25, Stx1a, Vamp2);;Rat;P60881,P32851,P63045;25012,116470,24803;MI:0047- far western blotting;15528447;20.09.07.27,20.09.16.09.05;"SNARE (N-ethylmaleimide-sensitive factor attachment protein receptor) complexes are responsible for membrane fusion in the secretory pathway. Syntaxin, synaptosome-associated protein of 25kD (SNAP25), and vesicle-associated membrane protein/synaptobrevin are collectively called SNAP receptor (SNARE) proteins. They catalyze neuronal exocytosis by forming a "core complex".";"";"";
5684;Membrane protein complex (DERL1, SELS, VCP);;Human;Q9BUN8,Q9BQE4,P55072;79139,55829,7415;MI:0019- coimmunoprecipitation | MI:0051- fluorescence technologies;15215856;16.01.01;"";"";"";
