Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
320;55S ribosome, mitochondrial;;Human;P51398,P83111,Q9BYD6,Q7Z7H8,Q9Y3B7,P52815,Q9BYD1,Q6P1L8,Q9P015,Q9NX20,Q9NRX2,Q9H0U6,P49406,Q5T653,Q9BYC9,Q7Z2W9,Q9NWU5,Q16540,Q96A35,Q9P0M9,Q13084,P09001,Q8TCC3,Q9BYC8,O75394,Q9BQ48,Q9NZE8,Q9P0J6,Q9BZE1,Q96DV4,Q9NYK5,Q9BYD3,Q9NQ50,Q8IXM3,Q6FID1,Q8N983,Q9H9J2,Q9BRJ2,Q9H2W6,Q9HD33,Q96GC5,Q13405,Q8N5N7,Q4U2R6,Q86TS9,Q96EL3,Q6P161,Q7Z7F7,Q9BYD2,P82664,P82912,O15235,O60783,P82914,Q9Y3D3,Q9Y2R5,Q9NVS2,Q9Y676,Q9Y3D5,Q9Y399,P82921,P82650,Q9Y3D9,Q96EL2,P82663,Q9BYN8,Q92552,Q9Y2Q9,Q9NP92,Q92665,Q9Y291,P82930,P82673,P82909,P82675,P82932,Q9Y2R9,P82933;7818,114294,65008,124995,65003,6182,28998,64928,29088,54948,63875,29074,9801,51069,55052,219927,29093,6150,79590,51264,10573,11222,51263,64983,9553,64981,51318,64979,51253,64978,54148,51073,64976,64975,28977,84545,65080,84311,26589,57129,51642,740,54534,51258,122704,116540,116541,128308,65005,55173,64963,6183,63931,64960,51021,51373,55168,28973,51023,51116,54460,56945,51649,64951,64432,64949,23107,28957,10884,10240,51650,65993,60488,92259,64969,64968,51081,64965;MI:0363- inferred by author;14681386;12,70.16.07;"";"";"";
322;DNA-PK-Ku complex; DNA-PK-Ku70-Ku80 complex;Human;P78527,P13010,P12956;5591,7520,2547;MI:0040- electron microscopy | MI:0029- cosedimentation through density gradients;16713581;11.02.03,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"For assembly of the DNA-PK-Ku70-Ku80 complex presence of DNA is necessary. DNA-bound Ku directs the recruitment of the catalytic subunit DNA-Pk via a small helical domain at the C-terminus of Ku80.";"";"";
324;39S ribosomal subunit, mitochondrial; Large ribosomal subunit, mitochondrial;Human;P83111,Q9BYD6,Q7Z7H8,Q9Y3B7,P52815,Q9BYD1,Q6P1L8,Q9P015,Q9NX20,Q9NRX2,Q9H0U6,P49406,Q5T653,Q9BYC9,Q7Z2W9,Q9NWU5,Q16540,Q96A35,Q9P0M9,Q13084,P09001,Q8TCC3,Q9BYC8,O75394,Q9BQ48,Q9NZE8,Q9P0J6,Q9BZE1,Q96DV4,Q9NYK5,Q9BYD3,Q9NQ50,Q8IXM3,Q6FID1,Q8N983,Q9H9J2,Q9BRJ2,Q9H2W6,Q9HD33,Q96GC5,Q13405,Q8N5N7,Q4U2R6,Q86TS9,Q96EL3,Q6P161,Q7Z7F7,Q9BYD2;114294,65008,124995,65003,6182,28998,64928,29088,54948,63875,29074,9801,51069,55052,219927,29093,6150,79590,51264,10573,11222,51263,64983,9553,64981,51318,64979,51253,64978,54148,51073,64976,64975,28977,84545,65080,84311,26589,57129,51642,740,54534,51258,122704,116540,116541,128308,65005;MI:0363- inferred by author;14681386;12,70.16.07;"With the exception of MRPL36 and MRPL42, all proteins of the large ribosomal subunit from ribosomes of Bos taurus were identified in a proteomic approach (PMID:11551941). ";"";"At the time of annotation, about half of the bovine subunits were not found in the UniProt database.";
328;Ku antigen complex; Ku70-Ku80 complex | Ku complex;Human;P13010,P12956;7520,2547;MI:0029- cosedimentation through density gradients | MI:0091- chromatography technologies;16713581;10.01.05.01,16.03.01,32.01.09,70.10;"In the absence of added DNA Ku70-Ku80 copurify without DNA-PKcs.";"";"";
330;PSF-p54(nrb) complex;;Human;Q15233,P23246;4841,6421;MI:0091- chromatography technologies;15590677;10.01.05.01,16.01,16.03.01,32.01.09,70.10;"PSF-p54(nrb) complex probably works as a dimeric complex.";"";"";
335;p54(nrb)-PSF-matrin3 complex;;Human;P43243,Q15233,P23246;9782,4841,6421;MI:0030- cross-linking studies;11525732;16.03.03,20.01.21,70.10;"This complex binds specifically to inosine-containing RNAs and anchors hyperedited RNAs to the nuclear matrix.";"";"";
338;40S ribosomal subunit, cytoplasmic; small ribosomal subunit, cytoplasmic;Human;P62861,P46783,P62280,P25398,P62277,P62263,P62841,P62244,P62249,P08708,P62269,P39019,P15880,P60866,P63220,P62266,P62847,P62851,P62854,P62979,P62857,P62273,P23396,P61247,P62701,P46782,P62753,P62081,P62241,P46781,P08865;2197,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6187,6224,6227,6228,6229,6230,6231,6233,6234,6235,6188,6189,6191,6193,6194,6201,6202,6203,3921;MI:0029- cosedimentation through density gradients | MI:0004- affinity chromatography technologies;15883184;12,70.03;"";"";"RPS27 was not detected in this study. RPS4Y1 and RPSY2 could not be detected, since HeLa cells were used, which contain no Y chromosome.";
351;Spliceosome; U2-type spliceosome;Human;Q9UKV3,O60306,Q13838,O75934,Q9BRD0,P41223,Q9Y6A4,Q8WUQ7,Q9BQ61,O95400,O60508,Q99459,Q14011,Q16630,Q9NYV4,Q9BZJ0,O95232,Q8WYA6,Q9P013,Q9HCG8,Q92841,Q9BUQ8,O00571,Q9UJV9,Q7L014,P17844,Q96DF8,O43143,O60231,Q92620,Q14562,Q08211,O75937,Q15029,P38919,Q4ZG51,Q9Y5B6,O43719,O00425,Q13123,Q9ULR0,Q69YN4,Q9Y333,P62310,Q9Y4Z0,P62312,Q9UK45,P61326,P55081,Q9HCE1,Q09161,P52298,P55769,O43809,P11940,O43660,Q9UNP9,O43447,Q9Y3C6,Q13356,Q9H2H8,O15355,Q96BP3,Q99633,Q9UMS4,O43395,Q8WWY3,O43172,O75400,Q13523,O94906,Q6P2Q9,Q9UHX1,Q96T37,Q96I25,Q9NW64,P49756,Q14498,Q9Y5S9,Q15287,O43290,Q15637,Q15459,Q15428,Q12874,O75533,Q9Y3B4,Q13435,Q15393,Q15427,Q07955,Q05519,Q01130,P84103,Q08170,Q13243,Q16629,P42285,O95391,O75940,Q2TAY7,O75643,Q8WVK2,Q96DI7,P08621,P09012,P09661,P14678,P08579,P09234,P62314,P62316,P62318,P62304,P62306,P62308,Q13573,Q96T58,O15042,Q8IYB3,Q9UQ35,Q9BXP5,Q13247,Q13242,O95926,O14776,Q9UBB9,Q96FV9,Q8NI27,Q96J01,Q86V81,Q13769,Q86W42,Q6I9Y2,P62995,P83876,Q01081,P26368,Q53GS9,Q9Y2W2,Q15007,Q9HCS7,O43670;22985,9716,7919,10286,84811,8896,29105,58509,79002,10421,51362,988,1153,11052,51755,51340,51747,56259,51503,57703,10521,9416,1654,51428,9879,1655,8220,1665,8449,9785,1659,1660,22826,9343,9775,55660,94104,27336,10643,3550,57461,25962,57819,27258,25804,11157,51690,4116,4236,4343,4686,22916,4809,11051,26986,5356,10450,10465,51645,23759,53938,5496,23398,8559,27339,9129,26121,9128,55660,8899,24148,10594,22827,64783,84991,55696,58517,9584,9939,10921,9092,7536,10291,8175,10946,23451,51639,10992,23450,10262,6426,9295,6427,6428,6429,6430,6432,23517,10569,10285,55234,23020,11017,9410,6625,6626,6627,6628,6629,6631,6632,6633,6634,6635,6636,6637,22938,23013,23350,10250,23524,51593,6431,8683,25949,10915,24144,9984,57187,84321,10189,8563,79228,80145,6434,10907,7307,11338,10713,51729,9589,56949,7756;MI:0007- anti tag coimmunoprecipitation | MI:0071- molecular sieving | MI:0069- mass spectrometry studies of complexes;12226669;11.04.03.01,16.03.03,70.10;"In eukaryotes, the removal of introns from nascent transcripts is mediated by a highly dynamic, macromolecular machine called the spliceosome.";"";"";
353;DNA ligase IV-condensin complex;;Human;P49917,O95347,Q9NTJ3;3981,10592,10051;MI:0428- imaging techniques | MI:0402- chromatin immunoprecipitation assays | MI:0019- coimmunoprecipitation;12589063;10.01.05.01,10.03,70.10.03;"DNA ligase IV interacts with SMC2L1 protein.";"";"";
355;DNA-PK-Ku antigen complex;;Human;P78527,P13010,P12956;5591,7520,2547;MI:0091- chromatography technologies;1465419;11.02.03,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"Ku antigen activates DNA-PK that phosphorylates the C-terminal domain of RNA polymerase II.";"";"";
356;DNA-PK-Ku antigen complex;;Human;P78527,P13010,P12956;5591,7520,2547;MI:0030- cross-linking studies | MI:0019- coimmunoprecipitation;8422676;11.02.03,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"DNA-PK is directed to the DNA by interaction with Ku antigen.";"";"";
357;DNA-PK-Ku antigen complex;;Human;P78527,P13010,P12956;5591,7520,2547;MI:0029- cosedimentation through density gradients;8486698;11.02.03,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"Ku antigen activates DNA-PK that phosphorylates the C-terminal domain of RNA polymerase II.";"";"";
369;MSH2-MSH6-PMS2-MLH1 complex; MMR complex 2;Human;P40692,P43246,P52701,P54278;4292,4436,2956,5395;MI:0031- protein cross-linking with a bifunctional reagent | MI:0006- anti bait coimmunoprecipitation;10748159;10.01.05.01,16.03.01,32.01.09,70.10;"The protein complex specifically binds to mismatched DNA. Interactions occur without addition of ATP.";"";"";
370;MSH2-MSH6-PMS1-MLH1 complex; MMR complex 1;Human;P40692,P43246,P52701,P54277;4292,4436,2956,5378;MI:0031- protein cross-linking with a bifunctional reagent | MI:0006- anti bait coimmunoprecipitation;10748159;10.01.05.01,16.03.01,32.01.09,70.10;"The protein complex specifically binds to mismatched DNA. Interactions occur without addition of ATP.";"";"";
374;MSH2-MSH6 complex; MutS-alpha complex;Human;P43246,P52701;4436,2956;MI:0006- anti bait coimmunoprecipitation | MI:0031- protein cross-linking with a bifunctional reagent;8942985;10.01.05.01,16.03.01,32.01.09,70.10;"";"";"";
376;PCNA-MutS-alpha-MutL-alpha-DNA complex; PCNA-MSH2-MSH6-MLH1-PMS2 complex;Human;P40692,P43246,P52701,P12004,P54278;4292,4436,2956,5111,5395;MI:0031- protein cross-linking with a bifunctional reagent | MI:0019- coimmunoprecipitation;16204460;10.01.05.01,16.03.01,32.01.09,70.10;"MutS-alpha, consisting of MSH2 and MSH6 proteins, and PCNA bind to DNA to form an initial complex. MutL-alpha, consisting of MLH1 and PMS2, binds to the complex when the DNA is damaged.";"";"";
377;PCNA-MutS-alpha-DNA initial complex; PCNA-MSH2-MSH6 complex;Human;P43246,P52701,P12004;4436,2956,5111;MI:0031- protein cross-linking with a bifunctional reagent | MI:0019- coimmunoprecipitation;16204460;10.01.05.01,16.03.01,70.10;"MutS-alpha, consisting of MSH2 and MSH6 proteins, and PCNA bind to DNA to form an initial complex. MutL-alpha, consisting of MLH1 and PMS2, binds to the complex when the DNA is damaged.";"";"";
387;MCM complex;;Human;P49736,P25205,P33991,P33992,Q14566,P33993;4171,4172,4173,4174,4175,4176;MI:0226- ion exchange chromatography;8798650;10.01.02,10.01.03,16.19.03,70.10.03;"";"The MCM proteins are highly expressed in malignant human cancer cells and pre-cancerous cells undergoing malignant transformation (PMID:16101384).";"";
391;Ubiquitin E3 ligase (DDB1, CUL4A, RBX1);Ddb1-Cul4a-Roc1 complex;Human;Q13619,Q16531,P62877;8451,1642,9978;MI:0007- anti tag coimmunoprecipitation;16964240;14.07.05,16.01,32.01.09,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome.";"";"";
430;18S U11/U12 snRNP;;Human;Q9BV90,Q6IEG0,O43143,Q8N8D1,Q6P2Q9,Q96LT9,O75533,Q9Y3B4,Q13435,Q15393,Q15427,Q9BWJ5,P14678,P62314,P62316,P62318,P62304,P62306,P62308,Q16560,P67809,Q8TBF4,Q9UDW3,Q15696;79622,154007,1665,10081,10594,55599,23451,51639,10992,23450,10262,83443,6628,6632,6633,6634,6635,6636,6637,11066,4904,85437,55954,8233;MI:0069- mass spectrometry studies of complexes | MI:0029- cosedimentation through density gradients;15146077;11.04.03,70.10;"U12-type spliceosomes excise U12-type introns, which comprise less than 1% of all human introns.";"";"";
431;MSH2-MSH6-PMS2-MLH1 complex; MutS(alpha)-MutL(alpha)-heteroduplex complex;Human;P40692,P43246,P52701,P54278;4292,4436,2956,5395;MI:0107- surface plasmon resonance;11441019;10.01.05.01,16.03.01,16.19.03,32.01.09,70.10;"MutS-alpha-MutL-alpha-heteroduplex complex requires DNA mismatch and ATP hydrolysis.";"";"";
434;BASC (Ab 80) complex (BRCA1-associated genome surveillance complex);;Human;P54132,P38398,P40692,P43246,P52701,P35251,P35250,P35249;641,672,4292,4436,2956,5981,5982,5984;MI:0007- anti tag coimmunoprecipitation;10783165;10.01.05.01,32.01.09,70.10;"For isolation of the BASC complex (Ab 80), polyclonal antibodies against GST-BRCA1 1021-1552 were used.  ";"BRCA1 is involved in breast cancer.";"";
438;GCN5-TRRAP histone acetyltransferase complex; GCN5-TRRAP-HAT complex;Human;P38398,Q92830,P43246,P52701,O75486,O75528,Q12962,O75529,Q16594,Q9Y4A5;672,2648,4436,2956,8464,10474,6881,27097,6880,8295;MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients;16260778;10.01.05.01,10.01.09.05,11.02.03.04,32.01.09,42.10.03;"hGCN5/TRRAP HAT complex subclass is required for the multiple functions of BRCA1 (PMID:16260778).";"";"";
486;WIP-WASp-actin-myosin-IIa complex;;Human;P62736,P19105,P35579,P60660,P42768,O43516;59,10627,4627,4637,7454,7456;MI:0019- coimmunoprecipitation;16606694;36.25.16.03.03,42.04.03,70.04;"The multiprotein complex is important for NK cell function. Killer cell immunoglobulin-like receptor inhibitory signaling affects proteins involved in cytoskeletal rearrangements. WIP plays a central role in the formation of the complex and in the regulation of NK cell activity.";"";"";
525;TIP60 histone acetylase complex;;Human;O96019,Q92993,Q9Y265,Q9Y230,Q9Y4A5;86,10524,8607,10856,8295;MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;10966108;10.01.02,10.01.05.01,10.01.09.05,14.07.04,16.03.01,40.10.02,42.10.03,70.10;"The TIP60 histone acetylase complex plays a role in DNA repair and apoptosis.";"";"Additional unknown members of the TIP60 complex (p160, p150, p100, p70, p57, p40, p31, p29) have been isolated.";
528;NuA4/Tip60 HAT complex;;Human;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q92993,Q9NXR8,Q9UBU8,Q15014,Q9NV56,Q9Y265,Q9Y230,Q9Y4A5,O95619;86,10902,64769,55929,57634,80314,10524,54556,10933,9643,55257,8607,10856,8295,8089;MI:0004- affinity chromatography technologies;12963728;01.04,10.01.02,10.01.05.01,10.01.09.05,14.07.04,16.03.01,42.10.03,70.10;"The NuA4 histone acetyltransferase (HAT) multisubunit complex is responsible for acetylation of histone H4 and H2A N-terminal tails in yeast. The NuA4/Tip60 HAT complex is highly conserved in eukaryotes playing primary roles in transcription, cellular response to DNA damage, and cell cycle control.";"";"";
529;NuA4/Tip60 HAT complex;;Human;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q92993,Q9NXR8,Q9UBU8,Q15014,Q9NV56,Q9Y265,Q9Y230,Q9Y4A5,Q15906,O95619;86,10902,64769,55929,57634,80314,10524,54556,10933,9643,55257,8607,10856,8295,6944,8089;MI:0007- anti tag coimmunoprecipitation;15647280;01.04,10.01.02,10.01.05.01,10.01.09.05,14.07.04,16.03.01,42.10.03,70.10;"The NuA4 histone acetyltransferase (HAT) multisubunit complex is responsible for acetylation of histone H4 and H2A N-terminal tails in yeast. The NuA4/Tip60 HAT complex is highly conserved in eukaryotes playing primary roles in transcription, cellular response to DNA damage, and cell cycle control.";"";"";
554;PBAF complex (Polybromo- and BAF containing complex); SWI/SNF complex B;Human;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,196528,55193,6597,6598,6599,6601,6602,6603,6605;MI:0226- ion exchange chromatography;11780067;10.01.09.05,11.02.03.04.01,16.03.01,30.01.09.08,30.01.11,42.10.03,70.10.03;"The chromatin-remodeling complex PBAF facilitates gene activation by assisting transcription machinery to gain access to targets on the chromosome. As additional members of the complex the authors mentioned actin and beta-tubulin.";"";"";
555;BAF complex; SWI/SNF-A complex;Human;O96019,O14497,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,8289,6597,6598,6599,6601,6602,6603,6605;MI:0226- ion exchange chromatography;11780067;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10.03;"";"";"";
556;PBAF complex (Polybromo- and BAF containing complex); SWI/SNF complex B;Human;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3;86,196528,55193,6597,6598,6599,6601,6602,6605;MI:0007- anti tag coimmunoprecipitation;15985610;10.01.09.05,11.02.03.04.01,16.03.01,30.01.09.08,30.01.11,42.10.03,70.10.03;"The chromatin-remodeling complex PBAF facilitates gene activation by assisting transcription machinery to gain access to targets on the chromosome.";"";"";
561;LSm1-7 complex;;Human;O15116,Q9Y333,P62310,Q9Y4Z0,Q9Y4Y9,P62312,Q9UK45;27257,57819,27258,25804,23658,11157,51690;MI:0226- ion exchange chromatography;15711010;11.04.03.11,16.03.03,70.03;"The cytoplasmic LSm1-7 complex is involved in mRNA decay. The complex has been shown to accumulate in processing bodies (PBs). The LSm2-8 complex which differs in only one subunit from the LSm1-7 complex is involved in RNA splicing. In contrast to the LSM1-7 complex, recombinant LSm2-8 binds to U6 snRNA in vitro.";"";"";
562;LSm2-8 complex;;Human;Q9Y333,P62310,Q9Y4Z0,Q9Y4Y9,P62312,Q9UK45,O95777;57819,27258,25804,23658,11157,51690,51691;MI:0029- cosedimentation through density gradients | MI:0226- ion exchange chromatography;10523320;11.04.03.01,16.03.03,70.03,70.10;"The LSm2-8 complex which differs in only one subunit from the LSm1-7 complex is involved in RNA splicing. In contrast to the LSM1-7 complex, recombinant LSm2-8 binds to U6 snRNA in vitro.";"";"";
564;BAF complex; SWI/SNF complex A;Human;O96019,O14497,Q12824,Q92922,Q8TAQ2,Q969G3,(P51531,P51532),(Q96GM5,Q92925,Q6STE5);86,8289,6598,6599,6601,6605,(6595,6597),(6602,6603,6604);MI:0226- ion exchange chromatography | MI:0004- affinity chromatography technologies;8895581;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10;"";"";"At the time of annotation, the additional member BAF110 of the protein complex was not found in the UniProt database.";
565;PBAF complex (Polybromo- and BAF containing complex); SWI/SNF complex B;Human;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q969G3,(Q96GM5,Q92925,Q6STE5);86,196528,55193,6597,6598,6599,6601,6605,(6602,6603,6604);MI:0226- ion exchange chromatography | MI:0004- affinity chromatography technologies;8895581;10.01.09.05,11.02.03.04.01,16.03.01,30.01.09.08,30.01.11,42.10.03,70.10.03;"The chromatin-remodeling complex PBAF facilitates gene activation by assisting transcription machinery to gain access to targets on the chromosome.";"";"At the time of annotation, the additional member BAF110 of the protein complex was not found in the UniProt database.";
566;BAF complex; SWI/SNF complex A;Human;P60709,O96019,O14497,P51532,Q12824,Q92922,Q8TAQ2,Q969G3,(Q96GM5,Q92925,Q6STE5);60,86,8289,6597,6598,6599,6601,6605,(6602,6603,6604);MI:0006- anti bait coimmunoprecipitation;9845365;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10;"Beta-actin and BAF53 directly interact with BRG1 in the BAF complex. The actin subunit is required for optimal ATPase activity of BRG1.";"";"";
570;p300-CBP-p270-SWI/SNF complex;;Human;O14497,Q92793,Q09472,P51532,Q12824,Q92922,Q8TAQ2;8289,1387,2033,6597,6598,6599,6601;MI:0006- anti bait coimmunoprecipitation;9584200;10.01.09.05,11.02.03.04.01,14.07.04,16.03.01,42.10.03,70.10.03;"";"";"Several other, not further characterized members of the complex have been isolated: p75,p71,p64,p59 and p50.";
587;NuRD.1 complex; nucleosome remodeling and histone deacetylation complex;Human;Q14839,Q6IT96,Q92769,O95983,Q13330,Q9BTC8,Q09028,Q16576;1108,3065,3066,53615,9112,57504,5928,5931;MI:0091- chromatography technologies | MI:0004- affinity chromatography technologies;9885572;10.01.09.05,11.02.03.04.03,14.07.04,30.01.09.08,30.01.11,42.10.03,70.10;"";"";"Several other subunits of the complex were found in the analysis, which have not been further characterized: N190, N170, N160, N140, N135, N130, N85, N75, N68, N66, N38.";
591;SAP complex (Sin3-associated protein complex);;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O75446,Q96ST3;51742,3065,3066,5928,5931,79595,8819,25942;MI:0004- affinity chromatography technologies;9885572;10.01.09.05,11.02.03.04.03,14.07.04,16.01,42.10.03,70.10;"";"";"In PMID:12724404, SAP45 has been identified as an additional member of the complex.";
592;SAP complex (Sin3-associated protein complex); mSin3A corepressor complex;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O75446,Q96ST3,Q9H7L9;51742,3065,3066,5928,5931,79595,8819,25942,64426;MI:0006- anti bait coimmunoprecipitation | MI:0091- chromatography technologies | MI:0004- affinity chromatography technologies;12724404;10.01.09.05,11.02.03.04.03,14.07.04,16.01,42.10.03,70.10;"";"";"SAP45 has been newly identified as a member of the SAP complex. Two other subunits of the complex were found in the analysis, which have not been further characterized: SAP38, SAP28.";
596;SIN3-HDAC-SAP30-ARID4 complex;;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3;51742,3065,3066,5928,5931,8819,25942;MI:0006- anti bait coimmunoprecipitation | MI:0004- affinity chromatography technologies;11283269;10.01.09.05,10.03.01.02,11.02.03.04.03,14.07.04,42.10.03,70.10;"RBP1 associates with mSIN3-HDAC complex.";"";"Two other subunits of the complex were found in the analysis, which have not been further characterized: SAP38, SAP28.";
632;Anti-HDAC2 complex;;Human;O60341,Q12873,Q14839,Q14687,P78347,Q13547,Q92769,Q9P0W2,Q13330,O94776,Q96BD5,Q09028,Q16576,Q9UKL0,Q9UBW7,Q14202,(Q96ST3,O75182);23028,1107,1108,23199,2969,3065,3066,10362,9112,9219,51317,5928,5931,23186,7750,9203,(25942,23309);MI:0006- anti bait coimmunoprecipitation | MI:0091- chromatography technologies;12493763;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"";"XFIM (ZMYM3) is involved in X-linked mental retardation.";"";
646;HDAC1-associated protein complex;;Human;O60341,Q12873,Q13547,Q9UBB5,O95983,O94776,Q09028,Q16576,Q9UKL0;23028,1107,3065,8932,53615,9219,5928,5931,23186;MI:0006- anti bait coimmunoprecipitation | MI:0007- anti tag coimmunoprecipitation;11102443;10.01.09.05,11.02.03.04.03,14.07.04,14.07.09,16.03.01,42.10.03,70.10;"";"";"";
649;HDAC1-associated core complex cII;;Human;Q12873,Q13547,Q9UBB5,O95983,O94776,Q09028,Q16576,Q9UKL0,(Q86YP4,Q8WXI9);1107,3065,8932,53615,9219,5928,5931,23186,(54815,57459);MI:0006- anti bait coimmunoprecipitation | MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;11102443;10.01.09.05,11.02.03.04.03,14.07.04,14.07.09,16.03.01,42.10.03,70.10;"";"";"";
650;HDAC2-asscociated core complex;;Human;Q12873,Q92769,O95983,O94776,Q09028,Q16576,(Q86YP4,Q8WXI9);1107,3066,53615,9219,5928,5931,(54815,57459);MI:0029- cosedimentation through density gradients | MI:0007- anti tag coimmunoprecipitation;11102443;10.01.09.05,11.02.03.04.03,14.07.04,14.07.09,16.03.01,42.10.03,70.10;"";"";"";
652;AP3-BLOC1 complex;;Human;O00203,Q13367,O14617,Q9Y2T2,P53677,Q92572,P59780,P78537,Q6QNY1,Q6QNY0,Q9NUP1,Q96EV8,Q8TDH9,Q9UL45,O95295;8546,8120,8943,26985,10947,1176,10239,2647,282991,388552,55330,84062,63915,26258,23557;MI:0019- coimmunoprecipitation;16837549;14.04,42.02;"BLOC-1 interacts physically and functionally with AP-3 to facilitate the trafficking of a known AP-3 cargo.";"";"";
656;VPS35-VPS29-VPS26A complex;;Human;O75436,Q9UBQ0,Q96QK1;9559,51699,55737;MI:0019- coimmunoprecipitation;11102511;14.04;"";"";"";
657;Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A);;Human;Q13596,O60749,O75436,Q9UBQ0,Q96QK1;6642,6643,9559,51699,55737;MI:0019- coimmunoprecipitation | MI:0018- two hybrid | MI:0051- fluorescence technologies;16732284;14.04,20.09.07,20.09.07.29;"";"";"";
659;MeCP1 complex; Mi2/NuRD-MBD2 complex;Human;Q14839,Q8WXI9,Q13547,Q92769,Q9UBB5,O95983,O94776,Q09028,Q16576;1108,57459,3065,3066,8932,53615,9219,5928,5931;MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;11297506;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,16.03.01,42.10.03,70.10;"MeCP1 protein complex represses transcription through preferential binding, remodeling, and deacetylation of methylated nucleosomes. ";"CHD4 is involved in dermatomyositis (PMID:9790534).";"";
678;GINS complex;;Human;Q14691,Q9Y248,Q9BRX5,Q9BRT9;9837,51659,64785,84296;MI:0019- coimmunoprecipitation;17170760;10.01.03.03,70.10;"This complex stimulates DNA polymerase alpha-primase.";"";"";
685;MeCP1 complex; Mi2/NuRD-MBD2 complex;Human;Q14839,Q8WXI9,Q13547,Q92769,Q9UBB5,O95983,O94776,Q09028,Q16576;1108,57459,3065,3066,8932,53615,9219,5928,5931;MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;11756549;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,16.03.01,42.10.03,70.10;"MeCP1 protein complex represses transcription through preferential binding, remodeling, and deacetylation of methylated nucleosomes. ";"CHD4 is involved in dermatomyositis (PMID:9790534).";"";
691;SIN3-SAP25 complex;;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,Q9H0E3,O00422,Q1EHW4,O75446,Q96ST3,Q9H7L9;51742,3065,3066,5928,5931,79595,10284,751865,8819,25942,64426;MI:0007- anti tag coimmunoprecipitation;16449650;10.01.09.05,11.02.03.04.03,14.07.04,16.01,42.10.03,70.10;"";"";"Since human SAP25 was not available in the UniProt database at the time of annotation, the orthologous protein from mouse was used.";
695;SIN3-HDAC-SAP30-ARID4 complex; mSin3A corepressor complex;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3;51742,3065,3066,5928,5931,8819,25942;MI:0006- anti bait coimmunoprecipitation;12724404;10.01.09.05,11.02.03.04.03,14.07.04,16.01,42.10.03,70.10;"";"";"Another subunit of the complex was found in the analysis, which has not been further characterized: SAP250.";
696;BRMS1-SIN3-HDAC complex;;Human;Q9HCU9,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3,O75182;25855,3065,3066,5928,5931,8819,25942,23309;MI:0007- anti tag coimmunoprecipitation;14581478;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"BRMS1 may participate in transcriptional regulation via interaction with the Sin3-HDAC complex and suggest a novel mechanism by which BRMS1 might suppress cancer metastasis.";"";"";
698;SIN3-HDAC-SAP30-ARID4 complex;;Human;Q4LE39,Q13547,Q92769,Q09028,Q16576,O75446,Q96ST3;51742,3065,3066,5928,5931,8819,25942;MI:0006- anti bait coimmunoprecipitation;9702189;10.01.09.05,11.02.03.04.03,14.07.04,42.10.03,70.10;"SAP30 is involved in the functional recruitment of the mSin3-histone deacetylase complex to a specific subset of N-CoR corepressor complexes.";"";"";
